,year,Rank,Points,GD,GF,GA,Win,Draw,Loss,g_age,g_total_value,g_avg_value,d_age,d_total_value,d_avg_value,m_age,m_total_value,m_avg_value,a_age,a_total_value,a_avg_value,link,bought,sold,attendance
0,2018,14,45,-14,56,70,13,6,19,28.00,8100000.0,2029999.9999999998,26.78,72450000.0,8050000.000000001,25.71,80100000.0,11440000.0,25.44,104630000.0,11630000.0,/afc-bournemouth/startseite/verein/989/saison_id/2018,80190000.0,18180000.0,10532
1,2017,12,44,-16,45,61,11,11,16,28.60,9680000.0,1940000.0,24.73,28130000.0,2560000.0,23.14,13050000.0,1860000.0,24.75,53640000.0,4470000.0,/afc-bournemouth/startseite/verein/989/saison_id/2017,30870000.0,0.0,10640
2,2016,9,46,-12,55,67,12,10,16,25.60,2029999.9999999998,405000.0,23.36,20790000.0,1490000.0,22.10,30830000.0,3080000.0,23.50,39510000.0,3290000.0,/afc-bournemouth/startseite/verein/989/saison_id/2016,36620000.0,22940000.0,11182
3,2015,16,42,-22,45,67,11,9,18,24.80,2069999.9999999998,414000.0,24.24,10510000.0,618000.0,24.13,5040000.0,630000.0,23.68,43610000.0,2300000.0,/afc-bournemouth/startseite/verein/989/saison_id/2015,49600000.0,585000.0,11189
