,year,Rank,Points,GD,GF,GA,Win,Draw,Loss,g_age,g_total_value,g_avg_value,d_age,d_total_value,d_avg_value,m_age,m_total_value,m_avg_value,a_age,a_total_value,a_avg_value,link,bought,sold,attendance
0,2010,19,39,-23,55,78,10,9,19,25.20,1620000.0,324000.0,21.50,7110000.0,508000.0,21.08,10670000.0,889000.0,25.86,14900000.0,1060000.0,/fc-blackpool/startseite/verein/1181/saison_id/2010,5150000.0,630000.0,15780
